id,Question,Option,Answer,subject,group
5382,Jay suffers from periods of amnesia and frequent loss of a sense of personal identity. It is likely Jay has a(n),"A. schizophrenic disorder
B. associative disorder
C. antisocial personality disorder
D. dissociative disorder",D,high_school_psychology,social_sciences
5218,Ben thinks students will answer questions printed on yellow paper more quickly than those printed on blue paper. All study participants will take three tests with 35 multiple-choice questions each. The independent variable in Ben's experiment is,"A. the color of the paper
B. the number of questions answered correctly
C. how long it takes students to answer questions
D. the total number of questions answered",A,high_school_psychology,social_sciences
5875,"This question refers to the following information.
The invaders had brought in wheat and other Eurasian and African grains; peach, pear, orange, and lemon trees; chick-peas, grape vines, melons, onions, radishes, and much more. A Spanish nobleman come to America could require his Indians to furnish his table with the fruits of his ancestors.
—Alfred Crosby, historian, 1972
What economic practice is referred to by the phrase ""his Indians"" in the quote?","A. Slavery
B. Indentured servitude
C. The encomienda system
D. The apprentice system",C,high_school_world_history,humanities
5471,"Random variable X is normally distributed, with a mean of 25 and a standard deviation of 4. Which of the following is the approximate interquartile range for this distribution?","A. 25.00 – 22.30 = 2.70
B. 27.70 – 22.30 = 5.40
C. 27.70 ÷ 22.30 = 1.24
D. 2.00(4.00) = 8.00",B,high_school_statistics,stem
5210,Which of the following is an example of an implicit memory?,"A. describing the taste of the cake at your last birthday party
B. remembering how to tie a tie
C. recalling the name of your junior high school shop teacher
D. recognizing a celebrity",B,high_school_psychology,social_sciences
12270,"A 36-year-old female advertising executive is referred to the office for evaluation of a fasting serum total cholesterol concentration of 249 mg/dL. She has a family history of early coronary artery disease (CAD) and her father died suddenly at age 46 years of myocardial infarction. She tells you that she has never had chest pain. She is not currently sexually active and has no children. She claims that her high-stress lifestyle makes it impossible for her to eat regular meals or to follow a special diet, and she usually eats fast food. She exercises two or three times a week for about 20 minutes on a treadmill. She has smoked one pack of cigarettes daily for the past 20 years. Her only medication is acetaminophen for tension headaches. She is 165 cm (5 ft 5 in) tall and weighs 76 kg (167 lb); BMI is 28 kg/m2 . Vital signs today are normal. Physical examination discloses no abnormalities except for mild obesity. Institution of which of the following is the most essential step in the prevention of CAD in this patient?","A. Biofeedback-based stress reduction program
B. More rigorous and consistent exercise program
C. Smoking cessation program
D. Strict low-calorie diet",C,professional_medicine,other
12381,"A 40-year-old male presents to the office with symptoms of odynophagia and gastroesophageal reflux. He also says that he experienced hematemesis once last week. Past medical history reveals AIDS, and his most recent CD4 count was 30 cells/mcL. The patient's tilt test result and hemoglobin level are normal. Rectal examination demonstrates brown stool that is positive for occult blood. What is the most appropriate initial step in this patient's management?","A. prescription for a proton pump inhibitor and a prokinetic agent
B. prescription for an H2-blocker trial for 6 weeks
C. prescription for clotrimazole troches
D. referral for an upper endoscopy with biopsy",D,professional_medicine,other
13072,A book launch would be what kind of common tactic?,"A. Competition
B. Event
C. Award
D. Sponsorship",B,public_relations,social_sciences
7275, Information collected for the first time specifically for a marketing research study is called:,"A. Secondary research.
B. Primary research.
C. Soft research.
D. Experimental research.",B,marketing,other
1789,"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased","A. speed
B. frequency
C. Both of these
D. Neither of these",B,conceptual_physics,stem
9561,"In the past two decades, interest in maternal nutrition has been heightened following the findings of epidemiological studies that show links between early experience and later health. Which of the following statements is true:
","A. although early life may appear to be important, observed links to risk of cardiovascular disease and type 2 diabetes can be largely explained by adult lifestyle
B. the observed links between early experience and later health have only been seen in UK studies
C. the epidemiological evidence shows programmed differences in physiology are only linked to events before birth
D. the epidemiological evidence shows programmed differences in physiology are linked to events before birth and in early postnatal life",D,nutrition,other
10425,"After reviewing the end-user computing (EUC) policy of an organization, an internal auditor audits the actuarial function and notices that some minimum control requirements are missing. Which of the following is a risk of using potentially incorrect enduser developed files?","A. Management places the same degree of reliance on the files as they do on files generated from mainframe systems.
B. Management receives limited information for decision making due to a lack of flexibility in EUC files.
C. Management is unable to respond to competitive pressures quickly.
D. Management continues to incur additional cost because it takes more hours to do the tasks using EUC.",A,professional_accounting,other
10876,"A land-development company was the owner of a400-acre tract of land in the Southwest. Over the course of time, the land-development company developed two residential subdivisions of the land, an eastern tract and a western tract, each of which contained 150 acres. These subdivisions were created by separate plats that made no reference to each other. The restrictions in the plats were, however, substantially identical. The plats and each deed provided that ""the use of the land herein conveyed is restricted to single-family dwellings only, and this covenant is intended to apply to each and every lot in the subdivision and runs with the land, binding every lot owner, his heirs, and assigns. ""After all but four lots in each subdivision had been sold by the land-development company, it sold 50 acres of the remaining 100 acres of land to a country club by a deed containing the following provisions:""This deed is executed and accepted with the understanding that the property above described is hereby restricted so that(1) said property may be used as a country club, with a golf course, pool, tennis courts, club house, eating facilities, and other improvements appropriate to a country club. (2) said property may also be subdivided and platted as a residential subdivision similar to the eastern tract and the property shall thereafter be used in accordance with and conveyed subject to residential restrictions that shall conform with those restrictions in force against the eastern tract. (3) the restrictions herein contained shall be deemed covenants running with the land, and for breach of any covenant herein, the land-development company, its successors and assigns may, at its option, re-enter and terminate the estate conveyed hereby. ""At the time of this conveyance, the land- development company retained title to the remaining 50 acres in the original 400-acre tract. Thereafter, the land-development company developed an exclusive shopping center on 25 acres of the retained land. In February 2001, the land-development company sold the remaining eight residential lots in the eastern tract and the western tract. The next month, the land-development company executed the following instrument to the country club:""The land-development company, for itself, its successors, and assigns, does hereby release,surrender and quitclaim all rights, title, or other property interest in that certain acres owned by the country club. ""At the time this instrument was executed, the country club had built a club house, golf course, and tennis courts on a portion of its land, and it had 25 acres of vacant land remaining. The country club wishes to commence construction of a new high- rise complex (containing a hotel, shopping mall, apartments, etc. ) on the 25 acres of vacant land it possesses. In an action by one of the homeowners in the western tract to enjoin construction of the complex, plaintiff will most likely","A. succeed, because the homeowner (or any other landowner in the eastern tract or the western tract) as assignee of the land development company could re-enter the land upon breach of condition subsequent.
B. succeed, because a common development scheme had been established for the entire 400-acre tract, and the country club's proposed complex would constitute a non-conforming use.
C. not succeed, because the land development company's instrument of March 2001 effectuated an abrogation of the deed restrictions on the country club's use of its property.
D. not succeed, because in accordance with deed restriction (b), only a homeowner in the eastern tract would have standing to challenge the country club's proposed construction plan.",C,professional_law,humanities
9587,"The effects of iron on certain aspects of socio-emotional development (shyness, orientation/engagement and response to unfamiliar pictures) is due to:
","A. The role of iron in myelination
B. The role of iron in neurochemistry
C. The role of iron in dopamine production
D. None of the above",C,nutrition,other
12757,Amnesic Disorders describe conditions where there is memory impairment with no other significant cognitive impairments. Which of the following statements is incorrect in relation to Amnesic Disorders?,"A. These disorders cause a loss of recall of learned information = anterograde amnesia.
B. Someone with condition confabulates to fill in gaps in the memory.
C. These disorders can be caused by any pathological process that affects brain areas associated with memory.
D. Amnesic disorders can be associated with hypnotics and sedatives",A,professional_psychology,social_sciences
5806,"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.… His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
—Henry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
As the great-grandson of President John Adams, the historian Henry Adams might have been expected to be which of the following?","A. Critical of the policies of Thomas Jefferson
B. Supportive of the policies of Thomas Jefferson
C. Critical of the Constitutional Convention
D. More interested in the French and Indian War",A,high_school_us_history,humanities
8616,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I followed the young boy home from school. Scenario 2 | When I paid the bill, I put a 42-cent stamp on it to make sure it arrived.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",B,moral_scenarios,humanities
5572,"An automobile service station performs oil changes and tire replacements, as well as other services. Sixty percent of its customers request an oil change, 30 percent request tire replacements, and 10 percent request both. A customer requests an oil change. What is the probability this customer does not request tire replacements?","A. 0.42
B. 0.5
C. 0.7
D. 0.833",D,high_school_statistics,stem
967,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,"A. electron distribution
B. dipole moment
C. force constant
D. reduced mass",D,college_chemistry,stem
4312,"Nine bags of bird feed are in the storage room. Seventeen more bags will be delivered on Monday. Twenty-two bags will be delivered on Tuesday. Three bags will be delivered on Wednesday. Eleven bags will be delivered on Thursday. Lastly, eighteen bags will be delivered on Friday. By the end of the week, how many bags of bird feed will there be in total?","A. 9
B. 25
C. 60
D. 80",D,high_school_mathematics,stem
7593,Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,"A. Having faith in God will be rewarded in the afterlife.
B. Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.
C. A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.
D. Observing rules of proper behavior toward others will ensure social and political harmony.",D,miscellaneous,other
3969,Which of the following is characteristic of a centrally planned economic system?,"A. Resources are allocated based on relative prices.
B. The circular flow of goods and services minimizes the role of the federal government.
C. Private ownership of resources is fundamental to economic growth.
D. Government planners decide how best to produce goods and services.",D,high_school_macroeconomics,social_sciences
11443,"A toxicologist employed at the state crime laboratory testifies at a murder trial about the autopsy he performed on the victim. His testimony is that he detected traces of succinic acid and choline, the components of succinylcholine, in the victim's brain tissues. Over defense objections, he testified further that, in his opinion, the victim's cause of death was succinylcholine poisoning. On cross-examination, the toxicologist admitted that up until his findings, it had been universally accepted in the medical community that succinylcholine would be undetectable in the brain within a few minutes of its injection. He also admitted that his methods of detecting succinylcholine were experimental and that his results were not presently publishable because they were not complete enough. The defense attorney then makes a motion to strike the toxicologist's testimony regarding the cause of death. The court will most likely","A. grant the motion, because the toxicologist's opinion could not be substantiated.
B. grant the motion, because the toxicologist was not properly qualified as an expert.
C. deny the motion, because the toxicologist was qualified as an expert in medical matters.
D. deny the motion, because he was qualified to give an opinion on the ultimate issue of the case.",A,professional_law,humanities
8191," According to Singer, the principle of equality requires","A. identical treatment.
B. differential treatment.
C. equal consideration.
D. differential consideration.",B,moral_disputes,humanities
7666,Which of these holidays is not attached to a specific date?,"A. Independence Day
B. New Year's Day
C. Thanksgiving
D. Christmas",C,miscellaneous,other
7511,How are actors Charlie Sheen and Emilio Estevez related?,"A. They're cousins
B. They're brothers
C. They're father and son
D. They're uncle and nephew",B,miscellaneous,other
4351,"When $(x\sqrt{x^3})^4$ is simplified, what is the exponent of $x$?","A. 5
B. 10
C. 2
D. 12",B,high_school_mathematics,stem
1911,"Consider the following sample autocorrelation estimates obtained using 250 data points:

1) Lag 1 2 3

2) Coefficient 0.2 -0.15 -0.1

3) Assuming that the coefficients are approximately normally distributed, which of the coefficients are statistically significant at the 5% level?","A. 1 only
B. 1 and 2 only
C. 1, 2 and 3 only
D. It is not possible to determine the statistical significance since no standard errors have been given",B,econometrics,social_sciences
10167,Unequivocal evidence for art as symbolic expression dates from as early as:,"A. 95,000 BP, at Dolni Vestonice.
B. 77,000 BP, at Blombos Cave.
C. 50,000 BP, at Des Moines, IA.
D. 36,000 BP, at Wharton Hill.",B,prehistory,humanities
1370,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is","A. 500 nm
B. 550 nm
C. 600 nm
D. 650 nm",C,college_physics,stem
957,Calculate the equilibrium polarization of 13C nuclei in a 20.0 T magnetic field at 300 K.,"A. 10.8 x 10^-5
B. 4.11 x 10^-5
C. 3.43 x 10^-5
D. 1.71 x 10^-5",D,college_chemistry,stem
8194," In response to the argument that the death penalty does not deter murderers, van den Haag claims that","A. he is still confident that the threat of the death penalty at least sometimes prevents murder.
B. criminal law is supposed to protect the innocent over murderers.
C. the severity and finality of the death penalty is appropriate to the seriousness and finality of murder.
D. all of the above",D,moral_disputes,humanities
8198, Van den Haag is,"A. a distributionist.
B. an abolitionist.
C. a retentionist.
D. a humanitarian.",C,moral_disputes,humanities
12135,"A father died leaving a will by which he devised a 100-acre tract to his daughter. At the time of the father's death, he believed that he owned all of the 100-acre tract. However, the father actually owned 95 acres of the tract. The other five acres were owned by a farmer. After taking possession of the tract, the daughter executed and delivered a warranty deed to a buyer, purporting to convey all 100 acres of the tract. The agreed purchase price was $100,000. According to the terms of the sale, the buyer paid the daughter a down payment of $25,000, with the unpaid portion of the purchase price (i. e. , $75,000) secured by a mortgage. The mortgage instrument described the property interest as covering all 100 acres of the tract. After the daughter buyer transaction was completed, the farmer came forward and informed the parties that she was the true record owner of five acres of the 100-acre tract. Upon the farmer's threat to sue to quiet title, the daughter negotiated a deal whereby she paid the farmer $5,000 for the five-acre tract. As part of their agreement, the farmer executed and delivered a quitclaim deed quitclaiming to the buyer all of her interest in the five-acre parcel. Thereafter, the buyer defaulted on the mortgage debt, and the daughter properly consummated foreclosure proceedings, becoming the purchaser of the tract at her own foreclosure sale. The description of the deed in the foreclosure sale referred to the tract as consisting of all 100 acres. After the foreclosure sale was finalized, the buyer brought suit claiming title in fee simple to the five-acre tract, formerly owned by the farmer. In an appropriate action to determine the title to the said five-acre tract, the buyer will","A. lose, because the daughter did not have good and marketable title at the time she purported to convey the 100-acre tract to the buyer.
B. lose, because the doctrine of after-acquired title controls.
C. win, because the deed from the farmer to the buyer was a quitclaim deed.
D. win, because the quitclaim deed from the farmer to the buyer was subsequent to the deed from the daughter to the buyer and to the mortgage.",B,professional_law,humanities
4055,If the consumer price index (CPI) increases by 2 percent and your nominal income increases by 8 percent your real income has approximately,"A. increased by 4 percent.
B. decreased by 4 percent.
C. increased by 6 percent.
D. decreased by 6 percent.",C,high_school_macroeconomics,social_sciences
6922,Statement 1| CIFAR-10 classification performance for convolution neural networks can exceed 95%. Statement 2| Ensembles of neural networks do not improve classification accuracy since the representations they learn are highly correlated.,"A. True, True
B. False, False
C. True, False
D. False, True",C,machine_learning,stem
11242,"A man hosted several friends at his home for dinner. Two of the guests got into an argument, and one of them got up from the table and lunged at the other with a large hunting knife. The host stepped in with a baseball bat and hit the attacker in the chest with it, preventing the imminent contact by the attacker with his target. The blow knocked the attacker down and caused several broken ribs. The injured guest sued the host for aggravated assault and battery. Is the court likely to grant the host's motion to dismiss the claim for failure to state a sufficient claim for relief?","A. Yes, because the host had the privilege of ""defense of others.""
B. No, because the host's use of force was excessive under the circumstances.
C. Yes, because the host has the privilege of host immunity.
D. No, because the host escalated the conflict by getting involved.",A,professional_law,humanities
1219,"Living cells require constant interaction with the outside environment in order to attain the materials they need for survival, as well as to rid themselves of waste. Of the following processes, which uses only the gradient of material to control the direction in which the material moves across the cell membrane?","A. Osmosis
B. Passive Transport
C. Active Transport
D. Endocytosis",A,college_medicine,other
7621,Who originally proposed the idea of daylight-saving time?,"A. Benjamin Franklin
B. Henry David Thoreau
C. Galileo
D. Albert Einstein",A,miscellaneous,other
4095,If a nation is operating at full employment and the central bank engages in contractionary monetary policy the nation can expect the interest rate the purchases of new homes and the unemployment rate to change in which of the following ways? INTEREST RATES     NEW HOMES     UNEMPLOYMENT RATE,"A. Decrease     Increase     Increase
B. Decrease     Decrease     Decrease
C. Increase     Decrease     Decrease
D. Increase     Decrease     Increase",D,high_school_macroeconomics,social_sciences
6172,An example of a discontinuous change over the adult years is the change in,"A. Personality
B. Working memory
C. Female hormone levels
D. Male sexuality",C,human_aging,other
2123,Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,"A. 2 boxes
B. 4 boxes
C. 5 boxes
D. 6 boxes",D,elementary_mathematics,stem
11322,"A manufacturer of electric motors formerly produced motors that utilized as a coolant a chemical substancethat was later discovered to be highly toxic. During its manufacturing operations, the manufacturer negligentlyallowed quantities of this substance to leak into the soil. The Environmental Protection Agency (EPA) orderedthat the premises, now owned by an appliance repair shop, be decontaminated. This order, and the subsequent cleanup efforts, received a high level of attention in the local media. An employee of the appliance repair shop has sued the manufacturer in negligence for damages for emotionaldistress. The employee claims to have suffered the distress as a consequence of learning that she has beenexposed for five years, while employed by the appliance repair shop at the premises affected by the EPA order,to the toxic contamination that has existed there. Her complaint does not allege that her emotional distress issevere, that the manufacturer's conduct was extreme and outrageous, or that she has suffered any physicalconsequences. In that action the manufacturer has filed a motion to dismiss for failure to state a claim upon which relief maybe granted. What is the manufacturer's best argument in support of that motion?","A. The repair shop employee's emotional distress is not alleged to be severe.
B. The complaint does not allege that the manufacturer's conduct was extreme and outrageous.
C. The complaint does not allege that the repair shop employee suffered any physical consequences.
D. The repair shop employee's proper remedy is in a claim against the repair shop, the occupier of thepremises during the period of her alleged exposure.",C,professional_law,humanities
11056,"A man worked as a clerk in a gourmet coffee shop. His friend often stopped by the shop to chat with the man while the man was working. One afternoon, while the friend was visiting the shop, the man needed to use the bathroom. There were no customers in the shop at that moment, so the man asked the friend to watch the store for him while he went in the back to use the bathroom. The friend agreed to do so. While the man was in the bathroom, a customer came into the store. She wanted to purchase some freshly ground coffee. The shop had a grinding machine that customers could use. The customer selected a bag of coffee beans and then took it to the grinding machine. She was unsure how to start the machine, so she asked the friend for help. The friend tried to show the customer how to use the machine, but he was not familiar with how it worked, and he gave the customer erroneous instructions. The customer tried to follow the friend's instructions, but this led to her getting her finger pinched and cut by the machine. If the customer asserts a claim against the coffee shop company for her finger injury, the customer will most likely","A. prevail, because the company would be vicariously liable for the man's unauthorized actions.
B. prevail, because the friend's negligence would be imputed to the company.
C. not prevail, because the man acted outside the scope of employment by entrusting the supervision of the shop to his friend.
D. not prevail, because the company is not liable for the friend's negligence.",A,professional_law,humanities
3821,The rules governing the electoral college make it especially important for presidential candidates to,"A. win as many states as possible, regardless of the size of the states
B. spend most of their time campaigning in the South
C. campaign most aggressively among those who will be chosen as electors
D. concentrate their campaign efforts on ""battleground"" states",D,high_school_government_and_politics,social_sciences
12676,"According to Noam Chomsky’s nativist theory, language is largely the result of:","A. innate factors.
B. operant conditioning.
C. parental modeling.
D. cognitive development.",A,professional_psychology,social_sciences
3478,All of the following are non-basic jobs in the city EXCEPT,"A. city firefighter.
B. social worker.
C. dry cleaner.
D. garment factory worker.",D,high_school_geography,social_sciences
812,"In the formation of the earliest cells, which of the following components most likely arose first?","A. Nucleus
B. Plasma membrane
C. Mitochondrion
D. Flagellum",B,college_biology,stem
6358,Fetishism typically develops at the age of:,"A. 30 through 50
B. at birth
C. 10 through 20
D. 20 through 30",C,human_sexuality,social_sciences
595,"The synthesis of glucose from lactate, glycerol, or amino acids is called:","A. glycogenolysis.
B. glycolysis.
C. lipolysis.
D. gluconeogenesis.",D,clinical_knowledge,other
6314,Which of the following is/are true of gonorrhea?,"A. can be treated with antibiotics
B. has a high risk of infection with a single exposure
C. is asymptomatic (without symptoms) in only a small percentage of those infected
D. infections are limited to genital areas",A,human_sexuality,social_sciences
12872,"If, during a postexamination discussion with parents, a psychologist establishes that a child’s new pediatrician is apparently unaware of the child's history of brain damage. which is very important in understanding the problem situation, the psychologist should","A. tell the parents that he/she will inform the pediatrician
B. urge the parents to grant him/her permission to inform the pediatrician
C. cell the parents char be/she is legally obligated to inform the pediatrician
D. cell the parents that it is their responsibility to inform the pediatrician",B,professional_psychology,social_sciences
8771,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was all out of face paint for my child's Halloween outfit, so I used furniture paint since I had to improvise. Scenario 2 | I helped him in academics by doing his paper.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",A,moral_scenarios,humanities
12399,A new severe respiratory illness caused by a newly identified virus is discovered. Which of the following properties of a killed vaccine relative to a live vaccine is the most appropriate rationale for developing a killed vaccine for this illness?,"A. Avoids the concern for reversion to virulence
B. Develops more rapid protective immunity
C. Is less likely to require subsequent boosters for lifelong immunity
D. Is most likely to generate mucosal immunity",A,professional_medicine,other
6644,‘Law consists of set of principles or body of rules recognized and applied by the State in the administration of justice’. The statement is made by :,"A. Austin
B. Salmond
C. Holland
D. Gray",B,jurisprudence,humanities
3223,"In Python 3, what is the output of print list[1:3] if list = [ 'abcd', 786 , 2.23, 'john', 70.2 ]?","A. [ 'abcd', 786 , 2.23, 'john', 70.2 ]
B. abcd
C. [786, 2.23]
D. None of the above.",C,high_school_computer_science,stem
14,Find the maximum possible order for an element of S_n for n = 10.,"A. 6
B. 12
C. 30
D. 105",C,abstract_algebra,stem
9323,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I play video games instead of reading Twitter. Scenario 2 | I moaned when making love to a corpse.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",C,moral_scenarios,humanities
13139,"Which outcome, from the evaluation phase of public relations planning, documents the impact a program had on its stakeholders?","A. the quality of the messages and activities
B. the number who change attitudes and opinions
C. the number who responded to communications
D. the number of messages and activities implemented",B,public_relations,social_sciences
2569,"As of 2016, about what percentage of adults aged 18 years or older were overweight?","A. 10%
B. 20%
C. 40%
D. 80%",C,global_facts,other
11996,"On September 1, a buyer contracted to purchase10,000 widgets from a seller for $1 per widget, delivery to be made no later than September 30. On September 15, a worldwide shortage of widgets caused a steep increase in the market price for widgets, so the seller decided not to deliver the widgets to the buyer. The seller sent a letter to the buyer, stating that the widgets would not be delivered. The buyer received the seller's letter on September 20. On October 15, the buyer filed suit against the seller for breach of contract. In determining the damages to which the buyer is entitled, which of the following would be taken as the market price of widgets?","A. The market price on September 1.
B. The market price on September 15.
C. The market price on September 20.
D. The market price on September 30.",C,professional_law,humanities
117,Male hormones are produced by which of the following?,"A. Glans penis
B. Prepuce
C. Prostate
D. Testes",D,anatomy,other
3877,Assume commercial banks save no excess reserves and the reserve requirement is 20 percent. How much money is created in new loans from all banks after this bank receives a deposit of $1000 ?,"A. $800 
B. $1,000 
C. $4,000 
D. $5,000 ",C,high_school_macroeconomics,social_sciences
14013,"What is the term for commentary on the Qur'an, which means ""unveiling""?","A. fiqh
B. dhikr
C. ijtihad
D. tafsir",D,world_religions,humanities
6452,Which of the following is a treaty-based human rights mechanism?,"A. The UN Human Rights Committee
B. The UN Human Rights Council
C. The UN Universal Periodic Review
D. The UN special mandates",A,international_law,humanities
4233,John divided his souvenir hat pins into two piles. The two piles had an equal number of pins. He gave his brother one-half of one-third of one pile. John had 66 pins left. How many pins did John originally have?,"A. 396
B. 72
C. 66
D. 36",B,high_school_mathematics,stem
13768,Describe the coronavirus structure.,"A. Club shaped glycoprotein spikes protrude through a lipid bilayer
B. An icosahedral structure with an envelope
C. An icosahedral large pleomorphic virus
D. Large regimented barrel shaped virus",C,virology,other
7061," There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________.","A. Repeat purchases.
B. Buyphases.
C. Buyclasses.
D. Tenders.",C,marketing,other
13883,What is the communal meal offered at the place of worship called in Sikhism?,"A. Sangat
B. Langar
C. Gurdwara
D. Panth",B,world_religions,humanities
379,Why are Cepheid stars relevant for astronomers?,"A. To measure interstellar mass.
B. To measure galactic distances.
C. To measure galactic energy-density.
D. To measure interstellar density.",B,astronomy,stem
1068,"Which of the following pairs of 8-bit, two's-complement numbers will result in overflow when the members of the pairs are added?","A. 11111111, 00000001
B. 00000001, 10000000
C. 11111111, 10000001
D. 10000001, 10101010",D,college_computer_science,stem
3694,"Which of the following would occur if Congress were to pass legislation and declare a recess, and the president took no action on the bill within ten days of its passage?","A. A line-item veto
B. A pocket veto
C. An adjournment
D. A writ of certiorari",B,high_school_government_and_politics,social_sciences
3583,Which of the following is NOT used by geographers to determine absolute location?,"A. Longitude
B. Latitude
C. Equator
D. Distance to the nearest city",D,high_school_geography,social_sciences
9415,"Which vitamin is required for calcium absorption from the small intestine?
","A. Vitamin A
B. Vitamin D
C. Vitamin E
D. Vitamin K",B,nutrition,other
4502,An externality,"A. causes the equilibrium price to be artificially high
B. causes the equilibrium price to be artificially low
C. exists when markets cannot reach equilibrium
D. results in an equilibrium that does not maximize the total benefit to society",D,high_school_microeconomics,social_sciences
13247,What has been the importance of the new critical schools of security studies for the development of security studies? Have they simply become IR and lost their position that defines them as security studies?,"A. The next generation is likely to develop their arguments in engagements with policy questions and in direct interaction with policymakers and think tanks.
B. Policy knowledge reflected in terms of theories, when an interaction emerges between the US and European thinkers, the theoretical context will be the same.
C. The set up continues to be one in which security studies is located between the IR discipline and technical experts and practitioners.
D. European security studies will be treated as a form of (policy) knowledge, whereas security theory in the US will treat this as the main empirical source for critical analysis.",C,security_studies,social_sciences
10987,"A state has the following hit-and-run statute in effect:""Any driver of a motor vehicle (including but not limited to automobiles, trucks, buses, or motorcycles) involved in an accident or collision resulting in injury or death to a human being shall immediately stop his or her vehicle at the scene of such accident or collision, render necessary aid to the injured victim, and furnish the police or other person(s) at the scene with his or her name, address and driver's license. Any violation or noncompliance with said statute shall be punished by imprisonment for not less than three years nor more than seven years. ""The defendant was involved in an accident that involved injuries to the other driver. The defendant, however, knowing his license to be revoked and afraid of being arrested, fled the scene. However, the victim was able to write down the license number of the defendant's vehicle, and the defendant was rapidly apprehended and put in jail. The defendant is charged with violating the aforementioned statute. He files a motion to dismiss on the grounds that the disclosure requirement of the statute violates his privilege against self-incrimination. His motion should be","A. granted, because the statute makes no provision for Miranda warnings concerning his right to remain silent.
B. granted, because the statute requires him to provide incriminating information that can be used againsthim in a criminal prosecution.
C. denied, because the legislative intent in enacting the statute was designed to require disclosure of information to be used primarily in civil litigation.
D. denied, because in accordance with public policy considerations, the required disclosures are insufficiently testimonial.",D,professional_law,humanities
3704,All of the following contribute to lower voting rates among Americans in the 18-to-25 age bracket EXCEPT,"A. college attendance in a state other than one's home state
B. frequent relocation of one's primary residence
C. the remoteness of most political issues to the daily lives of young people
D. the fact that the minimum voting age in some states is 21",D,high_school_government_and_politics,social_sciences
9373,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my grandparents slept, I cut their hair. Scenario 2 | I am not releasing the silver cure for viruses.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",A,moral_scenarios,humanities
9226,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate the cookies my mother bought for my brother. Scenario 2 | I fed the hungry child some boiling soup.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",A,moral_scenarios,humanities
1749,The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,"A. 200 J
B. 500 J
C. 800 J
D. 2000 J",D,conceptual_physics,stem
8850,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I washed my son's bed sheets with bleach. Scenario 2 | I tested out my laser pointer by aiming it at a helicopter.","A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong",C,moral_scenarios,humanities
